"comment","user_id"
"HOBI!!!!! WOW!!!! OMG!!!!!!!!!!!","883"
"Te amooooooo jhope 💜🐁💜","284"
"""호비 제대로 평가해주세요 춤","300"
"J hopeeeeeeeeeeeee","751"
"Jung Hoseok 🔥🔥🔥 Luv u❤","168"
"""JHope","665"
"""Wow JHopeeee 💜 amo como bailas","846"
"He's dancing with his soul ~A KING👑","990"
"역시  호석은 역대급  춤실력  누구도 넘볼수 없는  넘사벽~~","348"
"""Cuando J-Hope baila","687"
"It’s a treat to watch j-hope perform","242"
"""Awesome","518"
"""JHOPE","945"
"Непревзойденно! Просто глаз не отвести!","188"
"""Jhoooope","66"
"Omg I love you jhopeeeeeeee😍😍😍😍😍😍","629"
"👏👏👏👏👏❤️ J hope  🥳","218"
"빅히트 !!! 우리호비 분량 늘려줭 ❤️❤️❤️","569"
"He is the best!!!! Awesome!","762"
"Pleasure to watch. Thank you","139"
"""You did it again","845"
"미소 뛰우면서 춤의 고수 제이홉 신도 옆으로 비켜갈 것 같네요.❤💖💖👏👏👏","747"
"The most needed compilation to me💚🔥. Thanks👏😁","451"
"""난 요즘 울 호석이가 넘넘 자랑스럽다~~♡♡ 혼자 이슈가 되는 것을 좋아하지는 않지만","722"
"제이홉은 비트 쪼개는 게 아주 죽여줌 강약 확실 물 흐르는 듯한 연결 동작","274"
"""ESTE es el estilo de J Hope","120"
"정호석 너무 열심히 노력하고 잘해요.","15"
"""great","336"
"정말 제이홉은..다시 없을 천재..ㅠㅠ","545"
"잘난 제이홉♡","588"
"호비 너무 좋다. 호비 보면 행복해져요. 어쩜 제가 좋아하는 무대를 쏙쏙. 감사^^","574"
"호석이 분량 까먹는 빅힛 반성해야","487"
"Спасибо за лучшее видео","367"
"새해 선물을 주셨네요 감사합니다.🙏","92"
"That's great","785"
"ego 안무 영상 찍어줫으면 좋겠다.... 제발....","234"
"#제이홉 #방탄소년단제이홉 #JHOPE J-HOPE #BTSJHOPE","88"
"""i see jin and jimin","409"
"Jinmin the cutest and funniest duo.","169"
"""Jinmin is a very beautiful shipp","52"
"""6:46 When Jimin became a baby","308"
"They are close. You tease someone close 😊","981"
"Jiinmin best💓🔥💜","27"
"""JIN 'S BIAS = JIMIN JIMIN 'S BIAS = JIN ","111"
"I love jinmin so much ❤️😂😂","665"
"The softest duo xD","95"
"Love JINMIN Love BTS","367"
"Still now i laugh my ass ok at this part.....3:44","554"
"""Jin is always happy","422"
"OMGee the flashback is so funny","827"
"진의 이런 장난꾸러기 모먼트 너무 좋아^^","176"
"And jk tease jin  N this saga goes on😹","410"
"Jimin is simply love💜💜💜💜","477"
"JinMin is My favorite friendship 4ever 💜","216"
"I love jinmin💜💜💜💜💜","371"
"Jimin is so cute","98"
"""Great video! The captions were so funny","723"
"6:45 😭jimin's voice is very cute","116"
"jinmin😪❤️","61"
"Aww our www and Jimincii mouchi😘","857"
"MY JINMIN 😭😭","468"
"ah jinmin my serotonin boosters","629"
"와 이부분 영상짤 모음 보고싶어서 검색해보니 딱 있네요 신기해요 잘보고있습니당","703"
"love this duo 🤣","833"
"Jin❤️Jimin❤️❤️❤️❤️❤️❤️❤️❤️❤️","675"
"They're the funniest..fight me😂😂😂","204"
"I love all the shipped...😁😁","918"
"Time wow cute HAHAHA 😂😂😂","406"
"2:02    Jin noooo 😭😭😭😭","324"
"ah yes. perfect video thank u","929"
"Name a more iconic duo I dare y’all😌💅🏻","476"
"1:00 look at jimin's small hand","6"
"4:42 My favourite 💜💜💜😍😍😍😍","596"
"PART 2 plisss❤️","50"
"1:33","647"
"I really can't stop laughing","578"
"👏👏👏👏😂","190"
"Jimin in thumbnail - that is an aaccident","255"
"Let’s study Korean for BTS in 2021!!","810"
"""I have a interesting Business Inquiry for you","527"
"Luv u bts yr","943"
"""Seriously","471"
"funniest duo","407"
"Devia ter tradução","581"
"3:36 where is it from?","348"
"I luv all seven","857"
"Can you tell where I can see 2:50","131"
"In minute 5.02 its where?","191"
"In minute 5.10 its where?","699"
"Nice 😂😂😂😂😂","269"
"where can i watch this 4:19 ?","143"
"i love your vid","985"
"Love you","906"
" SEVENTEEN","222"
" SEVENTEEN","239"
" SEVENTEEN","971"
" SEVENTEEN","185"
" SEVENTEEN","48"
" SEVENTEEN","736"
" SEVENTEEN","768"
" SEVENTEEN","776"
" SEVENTEEN","653"
" SEVENTEEN","657"
" SEVENTEEN","77"
" SEVENTEEN","283"
" SEVENTEEN","187"
" SEVENTEEN","234"
" SEVENTEEN","477"
" SEVENTEEN","295"
" SEVENTEEN","351"
" SEVENTEEN","369"
" SEVENTEEN","341"
" SEVENTEEN","475"
" SEVENTEEN","68"
" SEVENTEEN","869"
" SEVENTEEN","276"
" SEVENTEEN","99"
" SEVENTEEN","29"
" SEVENTEEN","544"
" SEVENTEEN","219"
" SEVENTEEN","179"
" SEVENTEEN","504"
" SEVENTEEN","239"
" SEVENTEEN","747"
" SEVENTEEN","453"
" SEVENTEEN","230"
" SEVENTEEN","705"
" SEVENTEEN","884"
" SEVENTEEN","233"
" SEVENTEEN","460"
" SEVENTEEN","36"
"""When you see the fan cam of this","365"
"""Oh","904"
"""That is Jimin","699"
"42:17 oh they hosted  MMA on their concert 😂","851"
"""J-Hope's solo stage that used the dance crew and","574"
"""""""I dont know what they are singing","986"
"""Hi Emeroy","104"
"I'm pretty sure he is in love with Hobi's smile.","470"
"""Yes","849"
"YOU TOTALLY SHOULD TO THE MAMA 2019. IT WAS GREAT","611"
"""This is just the best","178"
"""People can say everything they want about BTS ","408"
"Congratulations on hitting your goal Em!","250"
"""I love when Jimin does his contemporary dance","391"
"""You should check out the rehearsal for mma2019","523"
"They are also singing Live while dancing 🕺.  💜","265"
"""Yeah you're right","731"
"""BTS are amazing and their songs","806"
"""Great reaction","619"
"Please check Taemin's performance in MAMA2020","891"
"""Yeah","886"
"their early songs hit so hard!!! so angsty!!","759"
"J-Hope's stage presence is always captivating","481"
"""Personally","428"
"""ME: gonna watch this video in 2 parts","960"
"Oooo Kpop kings😍😍😍😍😍","29"
"Nice  edition 😁👍 💜 BTS","218"
"💜","916"
"💜💜💜💜","652"
"💜","796"
"😍","283"
"What is song name?💜☺","639"
"💜💜💜💜💜💜💜💜","909"
"💜💜💜💜","721"
"😍","914"
"💜💜💜😘😘","286"
"💜💜💜💜💜💜💜💜💜💜💜💜","414"
"I love it","156"
"Song name is run free","637"
"pls tell me the song name","29"
"Can u tell me the song name","398"
"This song full name","775"
"Song ?","565"
"Sng nme","847"
"""5:59 Nadie se reciste al mm","877"
"""Ahora debes escuchar Blue & Grey","583"
"""Recomiendo mucho que escuches Black Swan","849"
"""Sere sincera. Vine por la reacción a la canción","32"
"Análisis de Fake love de bts porfavor","212"
"""Fake love de bts","706"
"¿10 días? Y yo que soy bien desesperada. 🤡","87"
"""Escucha House Of Cards(en vivo","954"
"""Algo para destacar es que Jungkook","799"
"Cómo que el 2 de enero? Quedé payasa como siempre","557"
"""AMO COMO EL REACCIONA","980"
"""Mas análisis de BTS","451"
"""Bts = variedad","240"
"La canción tiene subtitulos en español....","8"
"""Bendiciones","693"
"""Me encantan todos tus reacciones y análisis ","654"
"""ESTA CANCIÓN ES COMO UNA MEDICINA PARA ALIVIAR","651"
"""Hola !!! Buenasss ","294"
"""Esperare los 10 días","291"
"""Reacciona a fake love tambien","645"
"""Lol que bueno que apenas descubrí tu canal","870"
"porfa reacciona a “Blue & Grey” es hermosaa :3","5"
"""Merece más apoyo del que tiene","494"
"La voz de Jimin... Inconfundible jajaja","650"
"El falsete son los agudazos de Jimin <3","762"
"La voz de jimin es la más aguda 🥺🥺🥺","446"
"""AHORA TENES QUE REACCIONAR A BLUE AND GREY","918"
"Canción 1 en billboard hot 100 ( en coreano)","91"
"""Por favor reacciona a Your eyes tell","695"
"""Jimin es el que hace esas notas tan agudas","770"
"""Aparte de los bailes","310"
"Es que Jimin así de aguda tiene su voz","302"
"""Esta canción nos da esperanzas","998"
"""Hola soy nueva ame tus reacciones","299"
"""Ponle subtitulos","886"
"02:47 life goes on tiene subtítulo en español :>","182"
"""Siempre le atinas a JungKook!!!   Fede","799"
"""The definition of perfect💙💙 Btw","758"
"BEAUTIFUL. PERFECT. LOVE IT 💜","329"
"이런 춤 잘 추는 사람은 또 처음보네","994"
"세렌디피티를 완벽하게 하는건 0100님이 첨입니다","934"
"Really loved it💜💜","581"
"폰 알림 보자마자 달려왔어요!! 힘조절 쩐다ㅠㅠ❤️","412"
"멋지당","299"
"댓글 안다는데...이새벽에 계속 보게되네요~강약조절이 예술입니다! 성공하시겠어요^^","493"
"너무 잘추셔요","811"
"월드메르디앙.. 한국인 인건 확실하고... 누구세요?","663"
"❤❤❤❤❤❤","810"
"""It was really nice🥰 ","749"
"😍😍🙃","174"
"""JUNGKOOK is not trying to be Handsome","917"
"""he keeps calling namjoon """"rapmon hyung"""" 🥺""","419"
"""Actor of the year """"Jeon Jungkook""""""","662"
"He is hardworking and dedicated","79"
"""Instead of just saying he is cute","840"
"Anyone after jungkook's blond hair 🤩🤩","891"
"""JUNGKOOK no está tratando de ser guapo","455"
"""realmente aprecio mucho el trabajo de los chicos","155"
"He's so cute🐰","176"
"""Jk the cutest","98"
"""Koo is such a talented person","615"
"Jungkook it's perfect","521"
"Missing you Jungkookie","54"
"""JUNGKOOK is not trying to be Handsome","843"
"He looks so much like Yoongi at 1:28 !","787"
"""- O Jk todo fofinho cochilando","623"
"""Jungkook need to be I a k-drama","795"
"""His work ethic","709"
"Who's here when JK's blonde!!","412"
"""He went to the ambulance immediately","668"
"""잘생긴 미친 미모","98"
"Jungkook trabalhando duro","44"
"""Jungkook es una persona de ejemplo a seguir","661"
"""“You need to feel the cold","43"
"I feel bad that jk went in cold water for us","37"
"""“YOU NEED TO FEEL THE COLD","786"
"we stan a hardworking king","86"
"Jungkook is beautiful 💕🍃","373"
"""Even in his coldness","713"
"""Eita","17"
"Jungkook looks like a baby i cry","619"
"OUR MAIN VOCALIST JUNGKOOK 💙","840"
"황금 막내 정국이 아미를 위해 최선을 다하는 모습을보세요. ❤❤❤❤","675"
"Jungkook sé debe haber congelado :(  Pobre..","679"
"No one: Jk: Rapmon Hyung","741"
"i'm in love with a man who's acting pro.","740"
"""Te amo Jungkook ❤️😍❤️ eres tierno","974"
"*And the oscar goes to Jean Jungkook*","333"
"People: RM Army: Namjoon Jungkook: Rapmon hyung","259"
"O JK correndo e um jeep seguindo kkkkkkkkkkk","981"
"Sensitive Kook","424"
"Awww junkook my cute bunny","518"
"Jungkook is so pretty","198"
"""Moa","750"
"아 진짜 이건 윌벤영상인데 뭐 방탄이랑txt 에대해 싸우고 그러나..","863"
"벤 똑부지러지게 말 잘한다","26"
"저 의상은 어디서 산거야ㅋㅋㅋ귀여워♡","872"
"Perfect performance","41"
"""i hate kbs","730"
"알엠 파트 자리로 가있는거 넘 귀여움ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","22"
"""Kbs does not deserve Soobin as MC","860"
"우리 벤..태태가 최에구나...💜 와 윌벤저스 성덕..","860"
"2:53 픽쳐~ 시퍼~ 너무 귀여어","721"
"사랑스런 아가 벤틀리 😍","155"
"슈돌에서 느끼는게 역시 연예인 아들 딸들은 부럽다...","289"
"벤틀리가 형아들 앞장서서 가고 대장이네❣","951"
"""This is absolutely disrespectful and as a MOA","371"
"우왕 윌벤 귀욤💜💜","824"
"울벤🐥 쿨하게 나갔다하고 가는거봐 진챠 귀여워😭❤","533"
"""ㄴ","611"
"""As a Moa","125"
"난 둘애기만 보고 채널휙.. 아가들 형아들 처럼 잘자라렴💕💕💕💕","705"
"투바투라도 출연 시켜줘서 고맙습니다.","915"
"""i honestly hate what kbs did","702"
"귀여워 주금","824"
"""Su nombre es✨ TOMORROW X  TOGETHER✨","210"
"아니 한국어 댓이 왜 이렇게 없어..화날라 하네","917"
"이거보구 연준님한테 입덕.......애기들을 저렇게 좋아해쥬다니ㅠㅠㅠ","77"
"윌벤 귀여워ㅋㅋㅋㅋㅋㅋㅋㅋ","837"
"윌벤 귀여워ㅠ","729"
"아 너무 귀여워 어카지 웰벤져슼ㅋㅋㅋㅋ","681"
"연예인 앞에서 춤 춘다는게 어디야?  이미 성공한 인생이다 우리 윌벤저스^^","625"
"""ㄴㄴ","915"
"""People are talking about respectful and all","467"
"""If Taehyung met them","255"
"Please give TXT the recognition they deserve.","110"
"아 진짜 개부럽다.. 나도 연습실이라도 가보고싶다","824"
"""THEY ARE TXT","543"
"""This is so disappointing.I feel bad for the kids","807"
"""TXT is already 2 years on their career","339"
"""Aigoo.. Thanks willben","378"
"""Damm","225"
"だいぶカットしてますがオットケセンガッケとアジックドヨジョニはもっとしつこかったです😂😇w","513"
"マンネlineは元からうるさいって思ってたけど、これで確信しました。完全にヒョン達から学んだんだと","461"
"置いていかれるアミ一同","382"
"1:01 韓国のすずめ特殊な鳴き方してて草‪w‪w","136"
"バンタン1のインテリコンビのはずが、こんなIQ低めの放送になるとはw","484"
"友達同士でたまに変なツボ入って笑い止まらんくなる時あるよねwww","378"
"前半ちょいちょい出てきたユンギの肌が綺麗すぎて女子やめたくなった","343"
"唯一の大卒＋IQ.148＝そこらの騒がしい幼稚園","44"
"ナムさん結構ガタイがいいはずなのに肩幅さんと一緒にいるから華奢に見えるマジックにかかった","601"
"5:05 全細胞が君を求めてる ってなんかホラーなんだけどwww もはやバラードww","526"
"ナムジュン氏すっぴんイケメンすぎね？？？？","370"
"2人揃うと一家の大黒柱の様な安定感というか、安心感がある。","675"
"7:35ナム｢麺は大丈夫｣ジン｢麺は太らない｣ 私｢いやガッツリ炭水化物じゃん‪w‪w‪｣","271"
"男同士でこういうくだらない話しかしないのは俺たちと変わらないんだなwwwwwwww","661"
"5:01 DNA  6:15 認める涙","792"
"頭がいい2人なのに会話がの中身がすっからかんすぎて超面白いし超可愛い😂😂🥺","534"
"8:21 んーんー！なむさんかわい","124"
"ツッコミ不在すぎて、armyが画面に向かってツッコむことになる現象","1"
"8:30ここで なんかわからんけど 笑いつられた方いません？ww","426"
"このVLIVE好きすぎるwwww 長男＆リーダーの組み合わせ…… ちゃんとしてるはずなのに！w","324"
"この動画を皮切りにBTS見る手が止まらないのでどうにかして欲しい🥲","611"
"地味にこのブイラ、神回","563"
"DNAの没のサビもう覚えてしまったwww","775"
"ジンくん、この頃もしんどかったりしてたのかな? 素を出せるメンバー達がいて良かったなぁ〜","899"
"6:30 ナムリンの笑い方、癖強いなw","192"
"7:24いやソクジン肩幅よ爆笑爆笑爆笑","804"
"ナムさんが弟感出るの萌える","549"
"1:01 ジンくんの鳥の鳴き声にツボってここから進まない笑","728"
"袖で拭くのテテにやられてたよねwww","570"
"ユンギが居ないとこでユンギいじるの好きwww","456"
"6:56テテと同じことしてるwww","451"
"ナムジュンの弟感がたまらなく可愛くてしんどい❣","565"
"ジンくんと居る時はしっかり弟なナム🥺","383"
"この回は何度見ても飽きないww","206"
"1番しっかりするべき2人が 1番狂ってしまった","644"
"5:00DNAが｢僕の全細胞が君を求めてるんだ｣じゃなくてほんとによかった…","815"
"ナムジンは最高なんだな😇 ボケとボケ同士でツッコミおらんから余計面白い笑笑","731"
"9:29 最速のフラグ回収wwwwww","114"
"5:00 DNAこれじゃなくてよかった","923"
"5:24 吹いたwwwwww","438"
"ジンヒョンの前ではラプモンさんも可愛い弟だね。無邪気なとこみると安心する","754"
